timestamp,test-class,test-method,time,description,result
2021-06-05 16:58:51.44,acme.testing.SignUpTest,positiveSignUp,5986,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-06-05 16:58:57.669,acme.testing.SignUpTest,positiveSignUp,5770,"[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com",OK
2021-06-05 16:59:03.781,acme.testing.SignUpTest,positiveSignUp,5807,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-06-05 16:59:09.742,acme.testing.SignUpTest,positiveSignUp,5663,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-06-05 16:59:15.819,acme.testing.SignUpTest,positiveSignUp,5752,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-06-05 16:59:22.373,acme.testing.SignUpTest,positiveSignUp,6068,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-06-05 16:59:28.669,acme.testing.SignUpTest,positiveSignUp,5943,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-06-05 16:59:34.887,acme.testing.SignUpTest,positiveSignUp,5841,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-06-05 16:59:40.865,acme.testing.SignUpTest,positiveSignUp,5683,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-06-05 16:59:46.898,acme.testing.SignUpTest,positiveSignUp,5683,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-06-05 16:59:52.95,acme.testing.SignUpTest,positiveSignUp,5748,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-06-05 16:59:59.05,acme.testing.SignUpTest,positiveSignUp,5783,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
