timestamp,test-class,test-method,time,description,result
2021-05-30 12:07:05.139,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,2219,"[1] recordIndex=0, moment=2021/05/02 10:00, author=John Doe, text=I'm happy!, info=null",OK
2021-05-30 12:07:06.999,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,1622,"[2] recordIndex=1, moment=2021/05/02 16:00, author=Foo Bar, text=Just turning 50!, info=http://www.example1.org",OK
2021-05-30 12:07:08.906,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,1666,"[3] recordIndex=2, moment=2021/05/02 01:00, author=Francisco Borrego, text=Este es un texto muy guay., info=null",OK
2021-05-30 12:07:10.78,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,1619,"[4] recordIndex=3, moment=2021/05/02 13:00, author=Jesus Vargas, text=Hola miren mi proyecto., info=https://github.com/Francisco-Borrego/Acme-Planner/",OK
2021-05-30 12:07:12.625,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,1622,"[5] recordIndex=4, moment=2021/05/02 21:00, author=Antonio Funes, text=Me gusta mucho esta página., info=https://www.us.es/",OK
2021-05-30 12:07:14.516,acme.testing.anonymous.shouts.AnonymousShoutsListTest,list,1667,"[6] recordIndex=5, moment=2021/05/02 21:00, author=Usuario de incógnito, text=Esta página está chula, info=https://www.google.es/",OK
2021-05-30 12:07:26.372,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,3436,"[1] recordIndex=6, author=12345, text=12345, info=null",OK
2021-05-30 12:07:30.035,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,3440,"[2] recordIndex=7, author=123456, text=123456, info=http://www.example1.org",OK
2021-05-30 12:07:34.48,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,4179,"[3] recordIndex=8, author=1234567890123456789012345, text=1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890, info=https://www.google.es",OK
2021-05-30 12:07:38.718,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,create,3943,"[4] recordIndex=9, author=123456789012345678901234, text=123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789, info=null",OK
2021-05-30 12:07:40.971,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2012,"[1] author=, text=null, info=n",OK
2021-05-30 12:07:43.246,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2075,"[2] author=12345678901234567890123456, text=John Doe hard          core, info=http",OK
2021-05-30 12:07:45.584,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2090,"[3] author=1234, text=1234, info=google.es",OK
2021-05-30 12:07:47.859,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2060,"[4] author=, text=12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901 -- + de 100 caracteres, info=alum.us.es",OK
2021-05-30 12:07:50.104,acme.testing.anonymous.shouts.AnonymousShoutsCreateTest,createNegative,2029,"[5] author=, text=sex dd     hard             core, info=https//g",OK
2021-05-30 12:08:02.036,acme.testing.administrator.configuration.AdministratorConfigurationShowTest,showPositive,4043,"[1] spamWords=sex,hard core,viagra,cialis,nigeria,you've won,million dollar,millón de dolares,has ganado,sexo, threshold=10.00",OK
2021-05-30 12:08:16.058,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatePositive,6303,"[1] spamWords=prueba1,prueba2,prueba3,prueba4, threshold=20.00",OK
2021-05-30 12:08:22.501,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatePositive,6241,"[2] spamWords=soloUnaPalabra, threshold=15.34",OK
2021-05-30 12:08:28.959,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatePositive,6257,"[3] spamWords=uno,dos,tres,cuatro,cinco,seis,siete,ocho,nueve,diez, threshold=70.50",OK
2021-05-30 12:08:35.417,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatePositive,6257,"[4] spamWords=hola,que,tal,adios, threshold=41.01",OK
2021-05-30 12:08:41.86,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatePositive,6243,"[5] spamWords=hola,que,tal,adios, threshold=99.99",OK
2021-05-30 12:08:48.317,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updatePositive,6257,"[6] spamWords=hola,que,tal,adios, threshold=0.01",OK
2021-05-30 12:08:53.899,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updateNegative,5381,"[1] spamWords=, threshold=-30.00",OK
2021-05-30 12:08:59.516,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updateNegative,5416,"[2] spamWords=, threshold=120.00",OK
2021-05-30 12:09:05.646,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updateNegative,5935,"[3] spamWords=, threshold=50.001",OK
2021-05-30 12:09:11.243,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updateNegative,5397,"[4] spamWords=null, threshold=null",OK
2021-05-30 12:09:16.855,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updateNegative,5412,"[5] spamWords=null, threshold=-3000.0001",OK
2021-05-30 12:09:22.483,acme.testing.administrator.configuration.AdministratorConfigurationUpdateTest,updateNegative,5428,"[6] spamWords=null, threshold=4599.1234",OK
2021-05-30 12:09:38.459,acme.testing.manager.tasks.ManagerTaskUpdateTest,updatePositive,7627,"[1] recordIndex=0, title=Tarea 001 act, startExecutionPeriod=2021/07/01 12:00, endExecutionPeriod=2021/07/01 13:00, workload=1.00, description=Descripción de prueba act, link=https://github.com/Francisco-Borrego/Acme-Planner, isPublic=false",OK
2021-05-30 12:09:46.039,acme.testing.manager.tasks.ManagerTaskUpdateTest,updatePositive,7380,"[2] recordIndex=1, title=Tarea 002 act, startExecutionPeriod=2021/08/01 10:00, endExecutionPeriod=2021/08/05 13:00, workload=1.50, description=Actualizar correctamente, link=https://youtube.com, isPublic=true",OK
